_excel_row_number,id,code,name_vi,name_en,category,chapter,is_active,display_order,created_at
13334,bbadd09e-cb54-403b-89e3-9d2de59adfd6,H93212,"Tuyển lựa thính giác, tai trái","Auditory recruitment, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13335,0da202e0-4191-409e-a669-3b9ffd13246b,H93213,"Tuyển lựa thính giác, hai tai","Auditory recruitment, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13336,e7cd1f6e-c185-453b-a220-b1e6469311d5,H93219,"Tuyển lựa thính giác, tai không đặc hiệu","Auditory recruitment, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13337,aca2771a-1067-40ec-8a5c-4964cbdfe4f5,H93221,"Nhìn đôi âm thanh, tai phải","Diplacusis, right ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13338,a3e6b86b-dad7-4b57-93f8-0779afd50c21,H93222,"Nhìn đôi âm thanh, tai trái","Diplacusis, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13339,56bae9bc-6b3e-467b-83ab-33b88a125030,H93223,"Nhìn đôi âm thanh, hai tai","Diplacusis, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13340,85250520-7698-4289-a117-216cdab758e8,H93229,"Nhìn đôi âm thanh, tai không đặc hiệu","Diplacusis, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13341,a16baa15-f7dc-459b-ad76-84b0e4a541b7,H93231,"Tăng âm, tai phải","Hyperacusis, right ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13342,123fe568-1f78-4d47-a15b-9748456e0459,H93232,"Tăng âm, tai trái","Hyperacusis, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13343,551fa308-8ff5-4bce-84bb-78a8deacabbc,H93233,"Tăng âm, hai tai","Hyperacusis, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13344,006cd169-027f-40f4-ad76-a1d874fe54ca,H93239,"Tăng âm, tai không đặc hiệu","Hyperacusis, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13345,fe70c869-ad7e-4983-be8d-bfb5b2fa8812,H93241,"Dịch chuyển ngưỡng thính giác tạm thời, tai phải","Temporary auditory threshold shift, right ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13346,eac05d68-3c2f-4736-8e91-f8a13431af1d,H93242,"Dịch chuyển ngưỡng thính giác tạm thời, tai trái","Temporary auditory threshold shift, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13347,1b010743-95e5-4540-9f39-179e21e07550,H93243,"Dịch chuyển ngưỡng thính giác tạm thời, hai tai","Temporary auditory threshold shift, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13348,fc2cda32-03fa-4396-af2c-dd4ef4f556e2,H93249,"Dịch chuyển ngưỡng thính giác tạm thời, tai không đặc hiệu","Temporary auditory threshold shift, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13349,d54c7089-1471-43cf-a1d2-6c3c27b7acaf,H9325,Rối loạn xử lý âm thanh trung ương,Central auditory processing disorder,H93,H,t,0,2026-03-24 09:08:37.687666+00
13350,117d4a46-cad5-44e3-8078-4ec392cee270,H93291,"Các nhận thức thính giác bất thường khác, tai phải","Other abnormal auditory perceptions, right ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13351,0d0ed693-d80b-4f6c-9078-03100e6400e4,H93292,"Các nhận thức thính giác bất thường khác, tai trái","Other abnormal auditory perceptions, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13352,1d3b7586-3f93-4540-a8bc-004b0684baa1,H93293,"Các nhận thức thính giác bất thường khác, hai tai","Other abnormal auditory perceptions, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13353,5949c330-daf3-4814-9bbd-5d2a6d4e42d3,H93299,"Các nhận thức thính giác bất thường khác, tai không đặc hiệu","Other abnormal auditory perceptions, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13354,742309ca-e5c2-4c77-971f-1f549c4a1e5f,H933X1,Các rối loạn của dây thần kinh thính giác bên phải,Disorders of right acoustic nerve,H93,H,t,0,2026-03-24 09:08:37.687666+00
13355,db87e9c1-54ed-4085-8800-25a8314e3aee,H933X2,Các rối loạn của dây thần kinh thính giác bên trái,Disorders of left acoustic nerve,H93,H,t,0,2026-03-24 09:08:37.687666+00
13356,98d5093b-5a26-41b6-b26f-da3c4f835209,H933X3,Các rối loạn của dây thần kinh thính giác hai bên,Disorders of bilateral acoustic nerves,H93,H,t,0,2026-03-24 09:08:37.687666+00
13357,4c6639d9-a14f-4713-9686-9fc230f61f4c,H933X9,Các rối loạn của dây thần kinh thính giác không đặc hiệu,Disorders of unspecified acoustic nerve,H93,H,t,0,2026-03-24 09:08:37.687666+00
13358,1db96342-44f9-4474-8903-4aac2dec525b,H938X1,Các rối loạn khác được chỉ định của tai phải,Other specified disorders of right ear,H93,H,t,0,2026-03-24 09:08:37.687666+00
13359,19509377-12d1-47f0-b13e-8fca2201ee69,H938X2,Các rối loạn khác được chỉ định của tai trái,Other specified disorders of left ear,H93,H,t,0,2026-03-24 09:08:37.687666+00
13360,88c20427-1195-4558-ae84-8d156794bd81,H938X3,"Các rối loạn khác được chỉ định của tai, hai bên","Other specified disorders of ear, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13361,5d0f166a-5643-4708-a6c7-56417a6681de,H938X9,"Các rối loạn khác được chỉ định của tai, tai không đặc hiệu","Other specified disorders of ear, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13362,21484537-908a-4df3-97d6-58e682f17f08,H9390,"Rối loạn tai không đặc hiệu, tai không đặc hiệu","Unspecified disorder of ear, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13363,70e55a97-e277-465a-a820-457c5077b124,H9391,"Rối loạn tai không đặc hiệu, tai phải",Unspecified disorder of right ear,H93,H,t,0,2026-03-24 09:08:37.687666+00
13364,9e6a7c55-411f-40bc-8253-27fd2c85b230,H9392,"Rối loạn tai không đặc hiệu, tai trái",Unspecified disorder of left ear,H93,H,t,0,2026-03-24 09:08:37.687666+00
13365,e331c0ef-19ac-4879-93cf-abb1d19ef4b7,H9393,"Rối loạn tai không đặc hiệu, hai tai","Unspecified disorder of ear, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13366,ba08d49f-1396-4c96-8f4d-dad971bb96d3,H93A1,"Ù tai nhịp đập, tai phải","Pulsatile tinnitus, right ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13367,6091854d-d51b-4d33-a89a-00a09dc60a07,H93A2,"Ù tai nhịp đập, tai trái","Pulsatile tinnitus, left ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13368,76642c9f-9a9e-48fd-9d54-299bd0335bc6,H93A3,"Ù tai nhịp đập, hai tai","Pulsatile tinnitus, bilateral",H93,H,t,0,2026-03-24 09:08:37.687666+00
13369,521ea42c-8b11-4860-a7f3-d53f601c9b4e,H93A9,"Ù tai nhịp đập, tai không đặc hiệu","Pulsatile tinnitus, unspecified ear",H93,H,t,0,2026-03-24 09:08:37.687666+00
13370,cf9fab59-fbd2-4761-b8bf-0c8e27501067,H9400,"Viêm thần kinh thính giác trong các bệnh truyền nhiễm và ký sinh trùng phân loại ở nơi khác, tai không đặc hiệu","Acoustic neuritis in infectious and parasitic diseases classified elsewhere, unspecified ear",H94,H,t,0,2026-03-24 09:08:37.687666+00
13371,0cc66fae-bff9-4d43-b4b9-0343c5ab57b5,H9401,"Viêm thần kinh thính giác trong các bệnh truyền nhiễm và ký sinh trùng phân loại ở nơi khác, tai phải","Acoustic neuritis in infectious and parasitic diseases classified elsewhere, right ear",H94,H,t,0,2026-03-24 09:08:37.687666+00
13372,fc44917e-2348-45b6-bec4-5d02e799aba3,H9402,"Viêm thần kinh thính giác trong các bệnh truyền nhiễm và ký sinh trùng phân loại ở nơi khác, tai trái","Acoustic neuritis in infectious and parasitic diseases classified elsewhere, left ear",H94,H,t,0,2026-03-24 09:08:37.687666+00
13373,15f86792-3723-4a67-90c2-de7c20d228ea,H9403,"Viêm thần kinh thính giác trong các bệnh truyền nhiễm và ký sinh trùng phân loại ở nơi khác, hai tai","Acoustic neuritis in infectious and parasitic diseases classified elsewhere, bilateral",H94,H,t,0,2026-03-24 09:08:37.687666+00
13374,33857d4b-373b-49bb-8519-597225c83598,H9480,"Các rối loạn khác được chỉ định của tai trong các bệnh phân loại ở nơi khác, tai không đặc hiệu","Other specified disorders of ear in diseases classified elsewhere, unspecified ear",H94,H,t,0,2026-03-24 09:08:37.687666+00
13375,ba671769-5cbb-45bf-bf32-cfc567fc6951,H9481,Các rối loạn khác được chỉ định của tai phải trong các bệnh phân loại ở nơi khác,Other specified disorders of right ear in diseases classified elsewhere,H94,H,t,0,2026-03-24 09:08:37.687666+00
13376,c749c3a4-36cb-4cfd-bcfc-251229733d0a,H9482,Các rối loạn khác được chỉ định của tai trái trong các bệnh phân loại ở nơi khác,Other specified disorders of left ear in diseases classified elsewhere,H94,H,t,0,2026-03-24 09:08:37.687666+00
13377,29c96982-f283-42c3-a62b-0f7d9ba8dc92,H9483,"Các rối loạn khác được chỉ định của tai trong các bệnh phân loại ở nơi khác, hai bên","Other specified disorders of ear in diseases classified elsewhere, bilateral",H94,H,t,0,2026-03-24 09:08:37.687666+00
13378,0142da7a-9c37-474c-89bd-7b4b8c4aac42,H9500,"Cholesteatoma tái phát của khoang sau phẫu thuật mở thông khí tai, tai không đặc hiệu","Recurrent cholesteatoma of postmastoidectomy cavity, unspecified ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13379,65f58b19-b7f3-47c0-b73c-cd5a9bf8f5f6,H9501,"Cholesteatoma tái phát của khoang sau phẫu thuật mở thông khí tai, tai phải","Recurrent cholesteatoma of postmastoidectomy cavity, right ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13380,97dbb47e-888e-4f8e-bcf8-8b8967756032,H9502,"Cholesteatoma tái phát của khoang sau phẫu thuật mở thông khí tai, tai trái","Recurrent cholesteatoma of postmastoidectomy cavity, left ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13381,1863cdc4-5024-4302-b8c3-cf28dc586486,H9503,"Cholesteatoma tái phát của khoang sau phẫu thuật mở thông khí tai, hai tai","Recurrent cholesteatoma of postmastoidectomy cavity, bilateral ears",H95,H,t,0,2026-03-24 09:08:37.687666+00
13382,b7cce9a0-4c48-4971-86b7-98c23f02bffd,H95111,"Viêm mạn tính khoang sau phẫu thuật mở thông khí tai, tai phải","Chronic inflammation of postmastoidectomy cavity, right ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13383,e1764479-5833-495f-8302-957c8b068a80,H95112,"Viêm mạn tính khoang sau phẫu thuật mở thông khí tai, tai trái","Chronic inflammation of postmastoidectomy cavity, left ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13384,3f215013-0cc8-43ac-ace9-199aefebdb07,H95113,"Viêm mạn tính khoang sau phẫu thuật mở thông khí tai, hai tai","Chronic inflammation of postmastoidectomy cavity, bilateral ears",H95,H,t,0,2026-03-24 09:08:37.687666+00
13385,c7c7d4bc-42bd-4219-9b71-e2887967b0fc,H95119,"Viêm mạn tính khoang sau phẫu thuật mở thông khí tai, tai không đặc hiệu","Chronic inflammation of postmastoidectomy cavity, unspecified ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13386,35e8ac07-5958-4421-87b3-4a9788d4453c,H95121,"U hạt khoang sau phẫu thuật mở thông khí tai, tai phải","Granulation of postmastoidectomy cavity, right ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13387,419d4478-7c2a-42c3-b9ac-4ca3a482edc7,H95122,"U hạt khoang sau phẫu thuật mở thông khí tai, tai trái","Granulation of postmastoidectomy cavity, left ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13388,2bd5883d-01bc-4143-a3d1-5faa083fc1a6,H95123,"U hạt khoang sau phẫu thuật mở thông khí tai, hai tai","Granulation of postmastoidectomy cavity, bilateral ears",H95,H,t,0,2026-03-24 09:08:37.687666+00
13389,2788ce13-791e-4ce9-af24-c327840750cc,I309,"Viêm màng ngoài tim cấp, không xác định","Acute pericarditis, unspecified",I30,I,t,0,2026-03-24 09:08:37.857809+00
13390,cd35d8de-3429-441c-8625-5ce7919016b8,H95129,"U hạt khoang sau phẫu thuật mở thông khí tai, tai không đặc hiệu","Granulation of postmastoidectomy cavity, unspecified ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13391,d9dd31ad-67f6-4951-bc93-ee5bb86f854e,H95131,"U nang niêm mạc khoang sau phẫu thuật mở thông khí tai, tai phải","Mucosal cyst of postmastoidectomy cavity, right ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13392,0b1ff165-5934-40f8-9c3a-f1ad0a92a098,H95132,"U nang niêm mạc khoang sau phẫu thuật mở thông khí tai, tai trái","Mucosal cyst of postmastoidectomy cavity, left ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13393,2bd222d1-146c-48d1-a730-78b8d44a2058,H95133,"U nang niêm mạc khoang sau phẫu thuật mở thông khí tai, hai tai","Mucosal cyst of postmastoidectomy cavity, bilateral ears",H95,H,t,0,2026-03-24 09:08:37.687666+00
13394,51e085ef-2e8a-42ae-9023-c130270f7735,H95139,"U nang niêm mạc khoang sau phẫu thuật mở thông khí tai, tai không đặc hiệu","Mucosal cyst of postmastoidectomy cavity, unspecified ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13395,e3cd5cf7-952c-4591-9c47-cff22fcf2a2b,H95191,"Các rối loạn khác sau phẫu thuật mở thông khí tai, tai phải","Other disorders following mastoidectomy, right ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13396,e675c37b-c1f0-4f6d-bcfb-45c16f3828d6,H95192,"Các rối loạn khác sau phẫu thuật mở thông khí tai, tai trái","Other disorders following mastoidectomy, left ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13397,54bdabd1-eb52-4bdb-bb3c-73817ea7a1a8,H95193,"Các rối loạn khác sau phẫu thuật mở thông khí tai, hai tai","Other disorders following mastoidectomy, bilateral ears",H95,H,t,0,2026-03-24 09:08:37.687666+00
13398,cb664d21-8ecb-4277-8128-7a0a9b3cc66b,H95199,"Các rối loạn khác sau phẫu thuật mở thông khí tai, tai không đặc hiệu","Other disorders following mastoidectomy, unspecified ear",H95,H,t,0,2026-03-24 09:08:37.687666+00
13399,84bf3e0a-d783-4c17-8c5f-e73a461b3bbe,H9521,Xuất huyết và khối máu tụ trong phẫu thuật tai và xương chũm biến chứng phẫu thuật trên tai và xương chũm,Intraoperative hemorrhage and hematoma of ear and mastoid process complicating a procedure on the ear and mastoid process,H95,H,t,0,2026-03-24 09:08:37.687666+00
13400,3862add3-864b-4a7d-b674-7a1589f8189e,H9522,Xuất huyết và khối máu tụ trong phẫu thuật tai và xương chũm biến chứng phẫu thuật khác,Intraoperative hemorrhage and hematoma of ear and mastoid process complicating other procedure,H95,H,t,0,2026-03-24 09:08:37.687666+00
13401,cb55cd7b-bd96-404d-8a9e-e73d6c7b2844,H9531,Thủng và rách tai và xương chũm do tai nạn trong phẫu thuật tai và xương chũm,Accidental puncture and laceration of the ear and mastoid process during a procedure on the ear and mastoid process,H95,H,t,0,2026-03-24 09:08:37.687666+00
13402,a7bec384-4a37-49df-a189-4362adb12f4d,H9532,Thủng và rách tai và xương chũm do tai nạn trong phẫu thuật khác,Accidental puncture and laceration of the ear and mastoid process during other procedure,H95,H,t,0,2026-03-24 09:08:37.687666+00
13403,aa00bc87-7d3a-4c2d-b760-a047f16792ce,H9541,Xuất huyết sau phẫu thuật tai và xương chũm sau phẫu thuật trên tai và xương chũm,Postprocedural hemorrhage of ear and mastoid process following a procedure on the ear and mastoid process,H95,H,t,0,2026-03-24 09:08:37.687666+00
13404,40e634d9-eef1-4269-b5f3-3d099d466c14,H9542,Xuất huyết sau phẫu thuật tai và xương chũm sau phẫu thuật khác,Postprocedural hemorrhage of ear and mastoid process following other procedure,H95,H,t,0,2026-03-24 09:08:37.687666+00
13405,f0e7ecc3-29e2-495b-a6f9-85a8bc2fa291,H9551,Khối máu tụ sau phẫu thuật tai và xương chũm sau phẫu thuật trên tai và xương chũm,Postprocedural hematoma of ear and mastoid process following a procedure on the ear and mastoid process,H95,H,t,0,2026-03-24 09:08:37.687666+00
13406,c4bbe364-9191-47c5-b353-44dd55f9df62,H9552,Khối máu tụ sau phẫu thuật tai và xương chũm sau phẫu thuật khác,Postprocedural hematoma of ear and mastoid process following other procedure,H95,H,t,0,2026-03-24 09:08:37.687666+00
13407,338a10e2-3036-4fee-bc52-bf48b613025d,H9588,"Các biến chứng và rối loạn trong phẫu thuật khác của tai và xương chũm, không phân loại ở nơi khác","Other intraoperative complications and disorders of the ear and mastoid process, not elsewhere classified",H95,H,t,0,2026-03-24 09:08:37.687666+00
13408,b32211aa-4dd9-4681-82d8-091ad46afed2,H9589,"Các biến chứng và rối loạn sau thủ thuật khác của tai và xương chũm, không phân loại ở nơi khác","Other postprocedural complications and disorders of the ear and mastoid process, not elsewhere classified",H95,H,t,0,2026-03-24 09:08:37.687666+00
13409,8f8d5163-ff7d-43ed-a078-02b29b790128,I010,Viêm màng ngoài tim cấp do thấp tim,Acute rheumatic pericarditis,I01,I,t,0,2026-03-24 09:08:37.687666+00
13410,5e75be19-b599-4e97-92e1-9afdaa77bc29,I011,Viêm nội tâm mạc cấp do thấp tim,Acute rheumatic endocarditis,I01,I,t,0,2026-03-24 09:08:37.687666+00
13411,dc70d5c5-e088-4bae-a767-6b07607990de,I012,Viêm cơ tim cấp do thấp tim,Acute rheumatic myocarditis,I01,I,t,0,2026-03-24 09:08:37.687666+00
13412,94cb1d8d-2c6f-4510-826b-adaa4801cf26,I018,Các bệnh tim cấp khác do thấp tim,Other acute rheumatic heart disease,I01,I,t,0,2026-03-24 09:08:37.687666+00
13413,0296c526-2c24-4cc4-8226-c7a8d9dbf0b3,I019,"Bệnh tim cấp do thấp tim, không xác định","Acute rheumatic heart disease, unspecified",I01,I,t,0,2026-03-24 09:08:37.687666+00
13414,f22966cd-da31-4c5c-a289-44574fc68dd4,I020,Múa giật do thấp tim có tổn thương tim,Rheumatic chorea with heart involvement,I02,I,t,0,2026-03-24 09:08:37.687666+00
13415,3a773ee4-b08f-43f3-bafc-dbe66c57999b,I029,Múa giật do thấp tim không có tổn thương tim,Rheumatic chorea without heart involvement,I02,I,t,0,2026-03-24 09:08:37.687666+00
13416,7cdd2433-9f34-4fbf-ad7f-b1033040f52c,I050,Hẹp van hai lá do thấp tim,Rheumatic mitral stenosis,I05,I,t,0,2026-03-24 09:08:37.687666+00
13417,78848fb2-cc81-41d7-8e89-e11ba917824b,I051,Hở van hai lá do thấp tim,Rheumatic mitral insufficiency,I05,I,t,0,2026-03-24 09:08:37.687666+00
13418,424467dc-067f-454d-8e70-1cf4d4d71e92,I052,Hẹp và hở van hai lá do thấp tim,Rheumatic mitral stenosis with insufficiency,I05,I,t,0,2026-03-24 09:08:37.687666+00
13419,92ba6c80-7045-4a31-a2fd-7f87a2d67487,I058,Các bệnh van hai lá khác do thấp tim,Other rheumatic mitral valve diseases,I05,I,t,0,2026-03-24 09:08:37.687666+00
13420,546adef0-bf8b-430a-b065-8d260d76fb1f,I059,"Bệnh van hai lá do thấp tim, không xác định","Rheumatic mitral valve disease, unspecified",I05,I,t,0,2026-03-24 09:08:37.687666+00
13421,1bd83ae0-01ba-4987-ba71-e433940a8653,I060,Hẹp van động mạch chủ do thấp tim,Rheumatic aortic stenosis,I06,I,t,0,2026-03-24 09:08:37.687666+00
13422,6608b84a-c542-45b4-9012-2ed736e43a63,I061,Hở van động mạch chủ do thấp tim,Rheumatic aortic insufficiency,I06,I,t,0,2026-03-24 09:08:37.687666+00
13423,d5e107b7-56dd-43d8-bc69-42811f0fa027,I062,Hẹp và hở van động mạch chủ do thấp tim,Rheumatic aortic stenosis with insufficiency,I06,I,t,0,2026-03-24 09:08:37.687666+00
13424,0bd1370c-261d-4ee6-9353-b5cdbbbaef95,I068,Các bệnh van động mạch chủ khác do thấp tim,Other rheumatic aortic valve diseases,I06,I,t,0,2026-03-24 09:08:37.687666+00
13425,45761ba7-eff2-47ef-b75b-407efaf44196,I069,"Bệnh van động mạch chủ do thấp tim, không xác định","Rheumatic aortic valve disease, unspecified",I06,I,t,0,2026-03-24 09:08:37.687666+00
13426,a4dfcc10-2f21-4cc2-87d0-2c9e44b693ac,I070,Hẹp van ba lá do thấp tim,Rheumatic tricuspid stenosis,I07,I,t,0,2026-03-24 09:08:37.687666+00
13427,4fee93ea-6f73-4e43-9444-6990b7cce0b1,I071,Hở van ba lá do thấp tim,Rheumatic tricuspid insufficiency,I07,I,t,0,2026-03-24 09:08:37.687666+00
13428,478abc3e-8a84-4443-bea3-fac1e0786d4d,I072,Hẹp và hở van ba lá do thấp tim,Rheumatic tricuspid stenosis and insufficiency,I07,I,t,0,2026-03-24 09:08:37.687666+00
13429,79adc1ab-5df8-48df-b53c-7d39b972cc89,I078,Các bệnh van ba lá khác do thấp tim,Other rheumatic tricuspid valve diseases,I07,I,t,0,2026-03-24 09:08:37.687666+00
13430,ed2251db-c835-4321-9e3c-e38df3e74644,I079,"Bệnh van ba lá do thấp tim, không xác định","Rheumatic tricuspid valve disease, unspecified",I07,I,t,0,2026-03-24 09:08:37.687666+00
13431,d95c0730-f795-4bf4-a1ea-98d2d6ec572d,I080,Bệnh lý van hai lá và van động mạch chủ do thấp tim,Rheumatic disorders of both mitral and aortic valves,I08,I,t,0,2026-03-24 09:08:37.687666+00
13432,ad2d25b3-1343-4e9c-acf8-2f41efeca1fa,I081,Bệnh lý van hai lá và van ba lá do thấp tim,Rheumatic disorders of both mitral and tricuspid valves,I08,I,t,0,2026-03-24 09:08:37.687666+00
13433,b4b10791-75a8-4080-b91c-9d23012899dd,I082,Bệnh lý van động mạch chủ và van ba lá do thấp tim,Rheumatic disorders of both aortic and tricuspid valves,I08,I,t,0,2026-03-24 09:08:37.687666+00
13434,2e8fb0d9-e98a-4015-a4ac-d80d9c59b21b,I083,"Bệnh lý đa van tim do thấp tim bao gồm van hai lá, van động mạch chủ và van ba lá","Combined rheumatic disorders of mitral, aortic and tricuspid valves",I08,I,t,0,2026-03-24 09:08:37.687666+00
13435,a94f2493-4d33-409b-8d6d-544623324526,I088,Các bệnh đa van tim khác do thấp tim,Other rheumatic multiple valve diseases,I08,I,t,0,2026-03-24 09:08:37.687666+00
13436,750453f6-54f9-4be5-bd56-2e041eb268ff,I089,"Bệnh đa van tim do thấp tim, không xác định","Rheumatic multiple valve disease, unspecified",I08,I,t,0,2026-03-24 09:08:37.687666+00
13437,8c42d14e-7407-40fd-b68b-bbee81bc853a,I090,Viêm cơ tim do thấp tim,Rheumatic myocarditis,I09,I,t,0,2026-03-24 09:08:37.687666+00
13438,a2b851e3-7a5e-44c2-8071-24ef85a96997,I091,"Các bệnh viêm nội tâm mạc, van không xác định do thấp tim","Rheumatic diseases of endocardium, valve unspecified",I09,I,t,0,2026-03-24 09:08:37.687666+00
13439,54120d5c-7475-46e1-b82e-ad6c0a36b570,I092,Viêm màng ngoài tim mạn tính do thấp tim,Chronic rheumatic pericarditis,I09,I,t,0,2026-03-24 09:08:37.687666+00
13440,cb69c943-2d56-4046-82a6-edffb1832c47,I0989,Các bệnh tim do thấp tim khác được xác định,Other specified rheumatic heart diseases,I09,I,t,0,2026-03-24 09:08:37.687666+00
13441,b4cf2b47-b90f-49a1-8b8c-b5185e8979f2,I099,"Bệnh tim do thấp tim, không xác định","Rheumatic heart disease, unspecified",I09,I,t,0,2026-03-24 09:08:37.687666+00
13442,085a3d2a-c805-4c33-a65a-98805e5e872d,I10,Tăng huyết áp vô căn (nguyên phát),Essential (primary) hypertension,I10,I,t,0,2026-01-30 17:24:09.040969+00
13443,bf970cc3-3494-4017-8374-9890e1acef40,I110,Bệnh tim do tăng huyết áp có suy tim,Hypertensive heart disease with heart failure,I11,I,t,0,2026-03-24 09:08:37.687666+00
13444,26bac63b-ba8d-4c7b-b6d9-43910e2637d7,I119,Bệnh tim do tăng huyết áp không có suy tim,Hypertensive heart disease without heart failure,I11,I,t,0,2026-03-24 09:08:37.687666+00
13445,8bc62f17-1042-494e-9da9-791a26bb1aa4,I120,Bệnh thận mạn do tăng huyết áp có bệnh thận mạn giai đoạn 5 hoặc bệnh thận giai đoạn cuối,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,I12,I,t,0,2026-03-24 09:08:37.687666+00
13446,0146a161-234e-4348-bea0-fdee47440555,I129,"Bệnh thận mạn do tăng huyết áp có bệnh thận mạn giai đoạn 1 đến giai đoạn 4, hoặc bệnh thận mạn không xác định","Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",I12,I,t,0,2026-03-24 09:08:37.687666+00
13447,b0b81f1e-f833-4887-aa15-089809bd6e00,I130,"Bệnh tim và thận mạn do tăng huyết áp có suy tim và bệnh thận mạn giai đoạn 1 đến giai đoạn 4, hoặc bệnh thận mạn không xác định","Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",I13,I,t,0,2026-03-24 09:08:37.687666+00
13448,5da3e37f-b351-4b95-8a21-7e2a70e8660c,I1310,"Bệnh tim và thận mạn do tăng huyết áp không có suy tim, với bệnh thận mạn giai đoạn 1 đến giai đoạn 4, hoặc bệnh thận mạn không xác định","Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",I13,I,t,0,2026-03-24 09:08:37.687666+00
13449,0abe706f-e872-4de4-8f87-d103e168f378,I1311,"Bệnh tim và thận mạn do tăng huyết áp không có suy tim, với bệnh thận mạn giai đoạn 5, hoặc bệnh thận giai đoạn cuối","Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",I13,I,t,0,2026-03-24 09:08:37.687666+00
13450,adc83fa7-d98e-44d0-8593-e747bb6302b4,I132,"Bệnh tim và thận mạn do tăng huyết áp có suy tim và có bệnh thận mạn giai đoạn 5, hoặc bệnh thận giai đoạn cuối","Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",I13,I,t,0,2026-03-24 09:08:37.687666+00
13451,7567c479-97a8-488a-9795-71ebed5702f0,I150,Tăng huyết áp do bệnh mạch máu thận,Renovascular hypertension,I15,I,t,0,2026-03-24 09:08:37.687666+00
13452,0e98fc1c-b84b-44e3-88fa-7c2ff0797732,I151,Tăng huyết áp thứ phát do các bệnh lý thận khác,Hypertension secondary to other renal disorders,I15,I,t,0,2026-03-24 09:08:37.687666+00
13453,33b45500-fde9-4ba7-b3ec-812cdd2aa004,I152,Tăng huyết áp thứ phát do các rối loạn nội tiết,Hypertension secondary to endocrine disorders,I15,I,t,0,2026-03-24 09:08:37.687666+00
13454,fe03d5d3-982f-4b34-976f-f3f1950e898f,I158,Tăng huyết áp thứ phát khác,Other secondary hypertension,I15,I,t,0,2026-03-24 09:08:37.687666+00
13455,4830e1ca-3f2c-492b-b38f-c76be9aaa19e,I159,"Tăng huyết áp thứ phát, không xác định","Secondary hypertension, unspecified",I15,I,t,0,2026-03-24 09:08:37.687666+00
13456,a14a5f51-5625-4cbd-a555-e9a14d8a906a,I160,Cơn tăng huyết áp cấp,Hypertensive urgency,I16,I,t,0,2026-03-24 09:08:37.687666+00
13457,5660ff89-91e8-4158-9e4c-9debd7ad83f4,I161,Tình trạng tăng huyết áp khẩn cấp,Hypertensive emergency,I16,I,t,0,2026-03-24 09:08:37.687666+00
