_excel_row_number,id,translation_key,language_code,value,created_at,updated_at,created_by,updated_by
335,2f418c70-2b29-4e82-929c-dae93acf4283,common.selectOwner,km,ជ្រើសរើសអ្នកប្រើជាម្ចាស់,2026-01-31 03:17:41.496402+00,2026-01-31 03:39:12.744748+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
336,716e641e-55db-4ae6-bc13-f1bffda7b628,common.selectProvince,km,ជ្រើសរើសខេត្ត/ទីក្រុង,2026-01-31 03:16:34.754513+00,2026-01-31 03:16:34.754513+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
337,65f0d12f-b55d-482c-9d83-f0340b511107,common.addressPlaceholder,km,បញ្ចូលអាស័យដ្ឋាន,2026-01-31 03:17:22.424621+00,2026-01-31 03:17:22.424621+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
338,756f8e0e-e439-42ac-8fe1-a20b83de340c,common.selectProvince,en,Select province/city,2026-01-31 03:16:34.758597+00,2026-01-31 03:16:34.758597+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
339,25ff6eca-a233-4438-a792-2d5c22d990fa,common.selectMonth,en,Select month,2026-01-31 03:18:31.235543+00,2026-01-31 03:18:31.235543+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
340,d551c742-8a19-4fde-885a-676462363810,common.selectMonth,vi,Chọn tháng,2026-01-31 03:18:31.228366+00,2026-01-31 03:18:31.228366+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
341,d61aea2d-38bb-485c-a8a7-de3079fa98cc,common.selectMonth,km,ជ្រើសរើសខែ,2026-01-31 03:18:31.239618+00,2026-01-31 03:18:31.239618+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
342,5a1e210a-e6d4-4ba0-8636-47935c084f96,common.adminEmailHint,km,អ៊ីមែលនេះនឹងត្រូវបានផ្តល់សិទ្ធិអ្នកគ្រប់គ្រង បន្ទាប់ពីការចុះឈ្មោះគណនីបានបញ្ចប់,2026-01-31 03:18:57.190796+00,2026-01-31 03:18:57.190796+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
343,4e29e3b1-ef3c-4b2a-b2a3-16cf532a7a91,common.adminEmailHint,vi,Email này sẽ được ghi nhận để gán quyền Admin sau khi họ đăng ký tài khoản.,2026-01-31 03:18:57.189676+00,2026-01-31 03:18:57.189676+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
344,ea4f6245-df01-461a-a01b-0d2dfff98cd4,common.adminEmailHint,en,This email will be assigned admin rights after account registration.,2026-01-31 03:18:57.193834+00,2026-01-31 03:18:57.193834+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
345,1c916fc1-9462-442a-b24b-4942fe71b512,common.selectCountryFirst,vi,Chọn quốc gia trước,2026-01-31 03:18:59.026032+00,2026-01-31 03:18:59.026032+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
346,c5a22d85-6652-48e1-a9c9-fb37b4321bcf,common.selectCountryFirst,km,ជ្រើសរើសប្រទេសជាមុន,2026-01-31 03:18:59.030486+00,2026-01-31 03:18:59.030486+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
347,5190d380-5d95-4fd2-8074-011eea842622,common.selectCountryFirst,en,Select country first,2026-01-31 03:18:59.030505+00,2026-01-31 03:18:59.030505+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
348,01b53852-13e2-4716-be63-a0bbda97a308,common.selectCountry,vi,Chọn quốc gia,2026-01-31 03:19:27.587781+00,2026-01-31 03:19:27.587781+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
349,1cf6bc3f-2ee6-4175-9022-66c22105fb3e,common.selectCountry,en,Select country,2026-01-31 03:19:27.591056+00,2026-01-31 03:19:27.591056+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
350,cff97d87-4c03-4104-8f91-ffabfa32042f,common.selectCountry,km,ជ្រើសរើសប្រទេស,2026-01-31 03:19:27.595861+00,2026-01-31 03:19:27.595861+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
351,6e2c5a99-04e0-420d-b1bb-ba043e3de837,common.appointment,vi,lượt,2026-01-31 03:19:41.44815+00,2026-01-31 03:19:41.44815+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
352,6fc144ca-3d7f-49bf-bcde-5fc27db05225,common.appointment,en,appointment,2026-01-31 03:19:41.453152+00,2026-01-31 03:19:41.453152+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
353,a3db93b9-12c4-4acb-9bb5-de0fe86037da,common.appointment,km,ការណាត់ជួប,2026-01-31 03:19:41.45679+00,2026-01-31 03:19:41.45679+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
354,d689b690-e83e-488d-8c57-caea9e32418d,common.search,km,ស្វែងរកស្វែងរក ឬស្រាវជ្រាវ,2026-01-31 03:19:54.522931+00,2026-01-31 03:19:54.522931+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
355,40bccc02-56bb-4cce-9feb-5ea61f9c2d4a,common.search,lo,ຄົ້ນຫາ,2026-01-31 03:19:54.523802+00,2026-01-31 03:19:54.523802+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
356,cd2be06e-e03d-4fee-bd05-603234f8e7ab,common.search,en,Search,2026-01-31 03:19:54.522479+00,2026-01-31 03:19:54.522479+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
357,88f9df1c-1ab3-44c2-956b-142ccd5bcf38,common.search,vi,Tìm kiếm,2026-01-31 03:19:54.526568+00,2026-01-31 03:19:54.526568+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
358,eb1b04c0-c69f-4a39-b037-6748cd6ccf2a,common.search,my,ရှာမည်,2026-01-31 03:19:54.530285+00,2026-01-31 03:19:54.530285+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
359,c8dd417b-9c82-4495-8a5c-c79f3423f622,common.selectClinicType,km,ជ្រើសរើសប្រភេទគ្លីនិក,2026-01-31 03:20:20.456396+00,2026-01-31 03:20:20.456396+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
360,17a1644b-e40e-4cfd-a700-f151571a8d04,common.selectClinicType,vi,Chọn loại phòng khám,2026-01-31 03:20:20.456396+00,2026-01-31 03:20:20.456396+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
361,7a6aeab7-b729-4a1f-a61a-84103d26a33a,common.selectClinicType,en,Select clinic type,2026-01-31 03:20:20.458754+00,2026-01-31 03:20:20.458754+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
362,4c48b770-9555-4832-8d7d-6240203c3783,common.reason,vi,Lý do,2026-01-31 03:20:44.949537+00,2026-01-31 03:20:44.949537+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
363,312229f8-6c8e-4c3f-9361-416137e8ad20,common.reason,km,ហេតុផល,2026-01-31 03:20:44.953626+00,2026-01-31 03:20:44.953626+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
364,7541c822-11f1-4f6b-90e4-9056f1f61cdb,common.reason,en,Reason,2026-01-31 03:20:44.95441+00,2026-01-31 03:20:44.95441+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
365,09356c07-a9b2-4d70-acd9-eca20819315b,common.public,km,សាធារណៈ,2026-01-31 03:20:59.528488+00,2026-01-31 03:20:59.528488+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
366,a22dad0a-9a2c-4602-94ed-6abc3c1d729b,common.public,en,Public,2026-01-31 03:20:59.53219+00,2026-01-31 03:20:59.53219+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
367,1f654b33-b7f3-4f15-a2da-60c66a2d6df0,common.public,vi,Công lập,2026-01-31 03:20:59.556108+00,2026-01-31 03:20:59.556108+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
368,3c20afda-e4df-49d4-9769-43094faf909e,common.appointments,en,appointments,2026-01-31 03:21:11.634523+00,2026-01-31 03:21:11.634523+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
369,65ef5ebc-4a0e-442e-b0bf-4eeb70f2bfef,common.appointments,km,ការណាត់ជួបចំនួនច្រើន,2026-01-31 03:21:11.635146+00,2026-01-31 03:21:11.635146+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
370,ddf76f84-4c84-4bf1-ae1e-9cb1655f4fb0,common.appointments,vi,lượt khám,2026-01-31 03:21:11.633376+00,2026-01-31 03:21:11.633376+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
371,20a5f4ec-25b6-4bb4-b5bb-12cb9aa71510,common.province,en,Province / City,2026-01-31 03:21:20.079874+00,2026-01-31 03:21:20.079874+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
372,58bd968a-82a3-4c68-ab2c-a9601c8d943c,common.province,vi,Tỉnh / Thành phố,2026-01-31 03:21:20.078673+00,2026-01-31 03:21:20.078673+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
373,b09a6001-4b76-46bc-aaed-b009e7e701a1,common.province,km,ខេត្ត ឬក្រុង,2026-01-31 03:21:20.087669+00,2026-01-31 03:21:20.087669+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
374,80ea0492-4599-4322-b6cb-463c9908a9dc,common.processing,vi,Đang xử lý...,2026-01-31 03:21:49.159877+00,2026-01-31 03:21:49.159877+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
375,e0036997-5153-41c0-81ae-3791b75dfb0f,common.processing,en,Processing...,2026-01-31 03:21:49.163852+00,2026-01-31 03:21:49.163852+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
376,abfe07af-9f61-4b61-a64c-c6f8e42dd0e4,common.processing,km,កំពុងដំណើរការ,2026-01-31 03:21:49.168124+00,2026-01-31 03:21:49.168124+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
377,c754106d-767d-4044-a897-ff47abfcef32,common.private,vi,Tư nhân,2026-01-31 03:22:02.510704+00,2026-01-31 03:22:02.510704+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
378,46af5a0d-881b-485d-809a-271cc20ce54e,common.private,en,Private,2026-01-31 03:22:02.510902+00,2026-01-31 03:22:02.510902+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
379,05751718-a26d-407a-b268-21d78adea0ed,common.private,km,ឯកជន,2026-01-31 03:22:02.513033+00,2026-01-31 03:22:02.513033+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
380,2ae3ea20-5dcd-4531-9419-3fcfa03c6d40,common.paymentRefPlaceholder,vi,"VD: TK123456, Chuyển khoản...",2026-01-31 03:22:30.448147+00,2026-01-31 03:22:30.448147+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
381,2e413552-c9e3-48a4-a1e9-6bcde0f14961,common.paymentRefPlaceholder,km,"ឧ. គំនូស TK123456, ផ្ទេរប្រាក់តាមធនាគារ។",2026-01-31 03:22:30.450294+00,2026-01-31 03:22:30.450294+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
382,0b5f5539-7559-40a1-9178-f4c7d9748c5e,common.paymentRefPlaceholder,en,"e.g., TK123456, Bank transfer...",2026-01-31 03:22:30.453957+00,2026-01-31 03:22:30.453957+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
383,638dd0e1-6311-45ef-ada5-100d05ca605e,common.paymentRef,en,Payment Reference,2026-01-31 03:24:53.413411+00,2026-01-31 03:25:13.764239+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
384,d827a60d-3572-489e-986b-347d6c0d3be7,common.paymentRef,vi,Mã giao dịch / Tham chiếu,2026-01-31 03:24:53.4071+00,2026-01-31 03:25:13.769843+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
385,ace86b3c-c8a4-4997-85ff-7082fd809eae,common.paymentRef,km,លេខយោងសម្រាប់ការទូទាត់,2026-01-31 03:24:53.418662+00,2026-01-31 03:25:13.77761+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
386,1e9d53d7-4cbf-4ed2-b6e3-59b8007fb8ac,common.centralizedBilling,en,Centralized Billing,2026-01-31 03:25:15.951373+00,2026-01-31 03:25:15.951373+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
387,c81bf593-947f-4d56-ba3b-a7afbc43c53e,common.centralizedBilling,vi,Thanh toán tập trung,2026-01-31 03:25:15.961511+00,2026-01-31 03:25:15.961511+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
388,03596ba2-fe6b-44b8-9464-1e8f318966be,common.centralizedBilling,km,ការចេញវិក្កយបត្ររួមតែមួយ,2026-01-31 03:25:15.968282+00,2026-01-31 03:25:15.968282+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
389,8eccd492-95fc-41c0-8435-a5fa5f0c3d1a,common.password,vi,Mật khẩu,2026-01-31 03:25:34.506238+00,2026-01-31 03:25:34.506238+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
390,672aad52-b852-41e9-ab02-2980744c0678,common.password,km,ពាក្យសម្ងាត់,2026-01-31 03:25:34.520798+00,2026-01-31 03:25:34.520798+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
391,6392d524-7305-45a3-91b6-da658f41fbdc,common.password,en,Password,2026-01-31 03:25:34.520559+00,2026-01-31 03:25:34.520559+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
392,df081176-b470-4fef-8cd3-0484178b00b5,common.ownershipType,vi,Loại sở hữu,2026-01-31 03:26:00.286358+00,2026-01-31 03:26:00.286358+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
393,1b2b0ade-3e8c-4f1f-9d2c-c1d68dc66529,common.ownershipType,en,Ownership Type,2026-01-31 03:26:00.301395+00,2026-01-31 03:26:00.301395+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
394,e7d44b3b-2f13-4206-aaf6-38ed85849a7d,common.ownershipType,km,ប្រភេទម្ចាស់កម្មសិទ្ធិ,2026-01-31 03:26:00.306118+00,2026-01-31 03:26:00.306118+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
395,7bd5f87e-5451-4a16-8fc7-ec5e72b1e5b9,common.centralizedBillingDesc,en,Manage billing centrally for all clinics,2026-01-31 03:26:11.222855+00,2026-01-31 03:26:11.222855+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
396,918937bb-a4da-4698-a101-bcfde552ae02,common.selectOwner,vi,Chọn người dùng làm chủ sở hữu,2026-01-31 03:17:41.489473+00,2026-01-31 03:39:12.740685+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
397,6bbf9973-903f-4cc2-b2a0-b5d540577af9,common.centralizedBillingDesc,km,គ្រប់គ្រងការចេញវិក្កយបត្រតែមួយសម្រាប់គ្លីនិកទាំងអស់,2026-01-31 03:26:11.225563+00,2026-01-31 03:26:11.225563+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
398,fea7f332-40bc-4e6e-9e5a-82a916a7787d,common.centralizedBillingDesc,vi,Quản lý thanh toán tập trung cho tất cả phòng khám,2026-01-31 03:26:11.224082+00,2026-01-31 03:26:11.224082+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
399,552af876-42e3-48dc-b04b-d1e6d5a6d1bf,common.changePasswordHint,en,User should change password after first login,2026-01-31 03:26:42.771678+00,2026-01-31 03:26:42.771678+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
400,f5838673-633b-46c6-943d-5008ba8e8924,common.changePasswordHint,vi,Người dùng nên đổi mật khẩu sau khi đăng nhập lần đầu,2026-01-31 03:26:42.775885+00,2026-01-31 03:26:42.775885+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
401,b5b0abf7-85b9-4780-a8d7-7aea436d699d,common.changePasswordHint,km,អ្នកប្រើគួរផ្លាស់ប្តូរពាក្យសម្ងាត់ បន្ទាប់ពីចូលប្រើប្រាស់លើកដំបូង,2026-01-31 03:26:42.79459+00,2026-01-31 03:26:42.79459+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
402,cd163c04-1297-4302-b99c-fdea2640bdec,common.clinicName,km,ឈ្មោះគ្លីនិក,2026-01-31 03:27:16.194163+00,2026-01-31 03:27:16.194163+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
403,d63e8bec-1151-46b4-b569-12e55ddcb0d2,common.clinicName,en,Clinic Name,2026-01-31 03:27:16.196343+00,2026-01-31 03:27:16.196343+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
404,f53503ef-abcb-4ed0-9add-fa072ce0f687,common.clinicName,vi,Tên phòng khám,2026-01-31 03:27:16.196044+00,2026-01-31 03:27:16.196044+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
405,344e9289-0319-451e-8641-deca9ae6213a,common.ownerDesc,vi,Chủ sở hữu có toàn quyền quản lý đơn vị và các phòng khám trực thuộc,2026-01-31 03:27:15.345352+00,2026-01-31 03:27:37.737599+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
406,ed9666fe-a803-48d7-bee3-86784576621c,common.ownerDesc,en,Owner has full control over the organization and its clinics,2026-01-31 03:27:15.344093+00,2026-01-31 03:27:37.751094+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
407,c6e5f7cf-e974-460e-8b8e-a24fa0d24257,common.ownerDesc,km,ការត្រួតត្រាផ្ទាល់ពីម្ចាស់ស្ថាប័ណ្ណ,2026-01-31 03:27:37.759607+00,2026-01-31 03:27:37.759607+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
408,58e08a36-08ea-45e5-9122-f9bcef0b23f4,common.clinicNamePlaceholder,en,"e.g., ABC General Clinic",2026-01-31 03:27:46.380129+00,2026-01-31 03:27:46.380129+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
409,21222277-8f7b-46f4-9188-50321fd346ca,common.clinicNamePlaceholder,km,ឧទាហរណ៍៖ គ្លីនិកទូទៅ ABC,2026-01-31 03:27:46.387039+00,2026-01-31 03:27:46.387039+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
410,d6df9923-c08a-4968-9434-c950e664a610,common.clinicNamePlaceholder,vi,VD: Phòng khám Đa khoa ABC,2026-01-31 03:27:46.387018+00,2026-01-31 03:27:46.387018+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
411,01566a61-1f76-4a76-9071-a4e1018ad5dc,common.owner,vi,Chủ sở hữu,2026-01-31 03:27:57.713583+00,2026-01-31 03:27:57.713583+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
412,0ce43f94-4355-49b5-9618-4108649f320a,common.owner,km,ម្ចាស់,2026-01-31 03:27:57.716879+00,2026-01-31 03:27:57.716879+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
413,b6598ef0-9006-438a-8b2b-f9b14aeafee7,common.owner,en,Owner,2026-01-31 03:27:57.71836+00,2026-01-31 03:27:57.71836+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
414,162c179c-9c15-4d0e-a230-09bba3d5656f,common.copied,vi,Đã sao chép,2026-01-31 03:28:13.014069+00,2026-01-31 03:28:13.014069+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
415,ad08f197-c4e6-4d05-88a7-979574fd99e4,common.copied,en,Copied,2026-01-31 03:28:13.012905+00,2026-01-31 03:28:13.012905+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
416,6f2647e6-2be8-4acf-aef6-d7139bc4f07f,common.copied,km,បានចម្លង,2026-01-31 03:28:13.017792+00,2026-01-31 03:28:13.017792+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
417,e9e4cedc-6c0d-439b-a116-1bf05c5abd54,common.over,vi,Trên,2026-01-31 03:28:16.39253+00,2026-01-31 03:28:16.39253+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
418,6713dd35-b417-495b-bcc4-ffadfc65903a,common.over,km,លើ,2026-01-31 03:28:16.401226+00,2026-01-31 03:28:16.401226+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
419,353d6740-c1af-46c2-96e4-d0ee1769a95b,common.over,en,Over,2026-01-31 03:28:16.40668+00,2026-01-31 03:28:16.40668+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
420,803726fa-8590-40c2-8d36-5dac882eed9f,common.copyCredentials,km,ចម្លងព័ត៌មានចូលប្រើ,2026-01-31 03:29:00.394344+00,2026-01-31 03:29:00.394344+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
421,45eee098-7723-4972-8394-c7180a9e13ff,common.copyCredentials,en,Copy login credentials,2026-01-31 03:29:00.400857+00,2026-01-31 03:29:00.400857+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
422,855d5555-71b6-4cd0-9c15-b04e4f25fc61,common.copyCredentials,vi,Sao chép thông tin đăng nhập,2026-01-31 03:29:00.413585+00,2026-01-31 03:29:00.413585+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
423,89978090-a470-41ea-a16c-6dcd411e15c0,common.notesPlaceholder,vi,Nhập ghi chú...,2026-01-31 03:29:02.502148+00,2026-01-31 03:29:02.502148+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
424,f84fbeb3-8159-4f12-b3d4-802397a69b14,common.notesPlaceholder,en,Enter notes...,2026-01-31 03:29:02.524211+00,2026-01-31 03:29:02.524211+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
425,f43c5d12-7c4a-42b4-bb3b-ecad0ae9ff3d,common.notesPlaceholder,km,បញ្ជូលលើកំណត់ត្រា,2026-01-31 03:29:02.53469+00,2026-01-31 03:29:02.53469+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
426,02871da7-b424-4ada-a41a-831beb374bf8,common.noData,vi,Không có dữ liệu,2026-01-31 03:29:20.656575+00,2026-01-31 03:29:20.656575+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
427,c2a5565d-2652-407c-9e1b-0b56ae5e3221,common.noData,en,No data,2026-01-31 03:29:20.665764+00,2026-01-31 03:29:20.665764+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
428,d8589338-4c9e-4813-8d4c-8fe57c17140a,common.noData,km,គ្មានទិន្នន័យ,2026-01-31 03:29:20.677339+00,2026-01-31 03:29:20.677339+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
429,3c20dc81-a76c-46a1-8b53-27346c0ed06f,common.country,vi,Quốc gia,2026-01-31 03:29:31.847852+00,2026-01-31 03:29:31.847852+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
430,0f56a169-2b9e-425a-b672-99f0338894ce,common.country,km,ប្រទេស,2026-01-31 03:29:31.849829+00,2026-01-31 03:29:31.849829+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
431,76af8238-64a7-401b-b03b-9d9b193b8b86,common.country,en,Country,2026-01-31 03:29:31.857058+00,2026-01-31 03:29:31.857058+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
432,7aa6a024-a082-4018-a207-eb2635264912,common.month,vi,Tháng,2026-01-31 03:29:32.058353+00,2026-01-31 03:29:32.058353+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
433,7de200a4-7ebd-43ac-b540-e17d7a41480b,common.month,km,ខែ,2026-01-31 03:29:32.07455+00,2026-01-31 03:29:32.07455+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
434,33d0ecb3-52a9-4e63-9e70-54e7a9c9efe7,common.month,en,Month,2026-01-31 03:29:32.079127+00,2026-01-31 03:29:32.079127+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
435,37facbba-6a61-4d63-8da9-b86360d08cbc,common.creating,km,កំពុងបង្កើត…,2026-01-31 03:30:03.47358+00,2026-01-31 03:30:03.47358+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
436,4125dbfd-1630-4f76-8275-15ef0d127947,common.creating,en,Creating...,2026-01-31 03:30:03.486679+00,2026-01-31 03:30:03.486679+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
437,91b1d920-7ea1-4141-940b-7111f364f541,common.creating,vi,Đang tạo...,2026-01-31 03:30:03.492873+00,2026-01-31 03:30:03.492873+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
438,b87ee3d1-3556-48ab-bcfd-c49f82dd10aa,common.enterReason,en,Enter reason...,2026-01-31 03:30:29.024431+00,2026-01-31 03:30:29.024431+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
439,aabc4b69-f40c-4431-ad8b-cd7e92602bc8,common.enterReason,vi,Nhập lý do...,2026-01-31 03:30:29.033342+00,2026-01-31 03:30:29.033342+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
440,1ef90708-24f7-4510-9516-5217b3df8eb0,common.enterReason,km,បញ្ចូលហេតុផល…,2026-01-31 03:30:29.033077+00,2026-01-31 03:30:29.033077+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
441,cfbc8d8e-1b21-4067-825e-ab53938dc288,common.maxClinics,km,ម៉ាក គ្លីនីក,2026-01-31 03:30:29.929014+00,2026-01-31 03:30:29.929014+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
442,f1764fb9-36f4-40ce-9894-beb1a4d8e106,common.maxClinics,en,Max Clinics,2026-01-31 03:30:29.930091+00,2026-01-31 03:30:29.930091+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
443,a81875b5-e139-442f-8032-8d4a21bbdb68,common.maxClinics,vi,Giới hạn phòng khám,2026-01-31 03:30:29.937013+00,2026-01-31 03:30:29.937013+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
444,27c31d80-3c80-479e-aabe-98239e867ffb,common.foreign,vi,Nước ngoài,2026-01-31 03:31:00.602505+00,2026-01-31 03:31:00.602505+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
445,cc1b9b5d-c049-4416-9bd6-0904846521a8,common.foreign,km,បរទេស,2026-01-31 03:31:00.60889+00,2026-01-31 03:31:00.60889+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
446,6ecf0d21-3d0c-4e16-82b2-2cd29dc988ad,common.foreign,en,Foreign,2026-01-31 03:31:00.618597+00,2026-01-31 03:31:00.618597+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
447,3611d789-ad45-4900-939a-d9756c254fb6,common.longitude,en,Longitude,2026-01-31 03:31:13.654779+00,2026-01-31 03:31:13.654779+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
448,b1af288c-dca0-41d9-b5e9-cddcd704e85f,common.longitude,vi,Kinh độ,2026-01-31 03:31:13.656016+00,2026-01-31 03:31:13.656016+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
449,91136ac9-95fa-45e6-96db-026a4da2f2b3,common.longitude,km,រយៈបណ្តោយ,2026-01-31 03:31:13.660726+00,2026-01-31 03:31:13.660726+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
450,db16ba78-2954-48e4-b438-9315e713b204,common.fullName,en,Full Name,2026-01-31 03:31:24.567665+00,2026-01-31 03:31:24.567665+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
451,8300f6d3-ddeb-4850-95da-084565450a6f,common.fullName,km,ឈ្មោះពេញ,2026-01-31 03:31:24.576142+00,2026-01-31 03:31:24.576142+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
452,9e325eda-35a6-4786-88b8-f45def62c218,common.fullName,vi,Họ và tên,2026-01-31 03:31:24.57952+00,2026-01-31 03:31:24.57952+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
453,949d9e67-d60c-44cc-84e8-53897d0c24ee,common.latitude,vi,Vĩ độ,2026-01-31 03:31:56.270797+00,2026-01-31 03:31:56.270797+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
454,c98c1efb-1596-4b14-a382-8d638ba0e1f0,common.latitude,en,Latitude,2026-01-31 03:31:56.28169+00,2026-01-31 03:31:56.28169+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
455,ebb8ff18-0452-47fa-bf2c-898366b1bccb,common.latitude,km,រយៈទទឹង,2026-01-31 03:31:56.306054+00,2026-01-31 03:31:56.306054+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
